cik,company_name,sector,feature_year,liabilities_to_assets,operating_cash_flow_to_assets,operating_margin,log_assets,next_year_financial_pressure,outcome_year,outcome_label
0000885568,OLD DOMINION ELECTRIC COOPERATIVE,Energy / Capital-intensive,2021,,0.0908439725083319,0.0705869542939127,21.500321628015683,0.0,2022,No Pressure
0000885568,OLD DOMINION ELECTRIC COOPERATIVE,Energy / Capital-intensive,2022,,-0.0270324569984566,0.0601540683774108,21.513983822443866,0.0,2023,No Pressure
0000885590,BAUSCH HEALTH COMPANIES INC.,Industrial / Manufacturing,2021,1.0011643038148073,0.048832271762208,0.0533554659710694,24.09750303706003,0.0,2022,No Pressure
0000885590,BAUSCH HEALTH COMPANIES INC.,Industrial / Manufacturing,2022,0.9898777544187496,-0.0283422876275013,0.0558838010832102,23.969211933376208,0.0,2023,No Pressure
0000885639,KOHLS CORP,Consumer / Retail,2021,,0.1508569151056197,0.0864508825194257,23.43490957362518,0.0,2022,No Pressure
0000885639,KOHLS CORP,Consumer / Retail,2022,,0.0196584175670965,0.0135926621726157,23.38666728644945,0.0,2023,No Pressure
0000885725,BOSTON SCIENTIFIC CORP,Industrial / Manufacturing,2021,,0.0580222780725433,0.1008580080753701,24.19613250532996,0.0,2022,No Pressure
0000885725,BOSTON SCIENTIFIC CORP,Industrial / Manufacturing,2022,,0.0469986756598601,0.1300268096514745,24.20355162495833,0.0,2023,No Pressure
0000886128,FUELCELL ENERGY INC,Technology / Software / Electronics,2022,0.1972221424109599,-0.1193625314855429,-1.1014683792648907,20.661089325133872,1.0,2023,Pressure
0000886158,BED BATH & BEYOND INC,Consumer / Retail,2021,0.966057390871817,0.0034799238759343,-0.0518034443778154,22.358482991082887,1.0,2022,Pressure
0000886158,BED BATH & BEYOND INC,Consumer / Retail,2022,2.258307841437486,-0.4453403870274225,-0.5193269575288347,21.52312027634834,,2023,Unknown
0000886163,LIGAND PHARMACEUTICALS INC,Industrial / Manufacturing,2021,0.3671660539924013,0.060726423600675,0.2846828057286573,20.983774535531246,0.0,2022,No Pressure
0000886163,LIGAND PHARMACEUTICALS INC,Industrial / Manufacturing,2022,0.2165857227522329,0.1807470616310111,0.015475553517287,20.45233337135726,0.0,2023,No Pressure
0000886346,KADANT INC,Technology / Software / Electronics,2021,,0.1434536994838422,0.1483767046920907,20.84743907922802,0.0,2022,No Pressure
0000886346,KADANT INC,Technology / Software / Electronics,2022,,0.0892483657004507,0.1893164769065995,20.86292429657611,0.0,2023,No Pressure
0000886835,SUPERIOR ENERGY SERVICES INC,Energy / Capital-intensive,2021,0.3816356372779506,0.0490901269520503,-0.2321527111971564,20.90517731050106,0.0,2022,No Pressure
0000886835,SUPERIOR ENERGY SERVICES INC,Energy / Capital-intensive,2022,0.3426732896058142,0.1472831507994881,0.2301167473641341,20.89806920367519,0.0,2023,No Pressure
0000887359,VERICEL CORP,Industrial / Manufacturing,2021,0.3005395867955109,0.1191604603926878,-0.0502868411617067,19.31146903951742,0.0,2022,No Pressure
0000887359,VERICEL CORP,Industrial / Manufacturing,2022,0.2957146991058706,0.0647868338443167,-0.1037812186292702,19.424993345762807,0.0,2023,No Pressure
0000887596,CHEESECAKE FACTORY INC,Consumer / Retail,2021,,0.076124547688184,0.0281184885603612,21.752215387316888,0.0,2022,No Pressure
0000887596,CHEESECAKE FACTORY INC,Consumer / Retail,2022,,0.0583470859967858,0.0117872119875658,21.743995860641984,0.0,2023,No Pressure
0000887733,CENTRAL GARDEN & PET CO,Consumer / Retail,2021,,0.0804843615642286,0.0770340020413574,21.860034169965463,0.0,2022,No Pressure
0000887733,CENTRAL GARDEN & PET CO,Consumer / Retail,2022,,-0.0103686713170802,0.0778880173294818,21.91171943930334,0.0,2023,No Pressure
0000887921,REVLON INC /DE/,Industrial / Manufacturing,2021,,-0.0045220966084275,0.0496464136238995,21.612185372435533,0.0,2022,No Pressure
0000887921,REVLON INC /DE/,Industrial / Manufacturing,2022,,-0.0977990200016065,0.0403453847707533,21.6354682233136,,2023,Unknown
0000889331,LITTELFUSE INC /DE,Technology / Software / Electronics,2021,,0.1184578247195802,0.1854112257731998,21.8712090962202,0.0,2022,No Pressure
0000889331,LITTELFUSE INC /DE,Technology / Software / Electronics,2022,,0.1075170593078319,0.1992229594132138,22.08519936818621,0.0,2023,No Pressure
0000889900,PATTERSON UTI ENERGY INC,Energy / Capital-intensive,2021,0.4558587865231749,0.0322856346911673,-0.499417499766042,21.807727814181124,0.0,2022,No Pressure
0000889900,PATTERSON UTI ENERGY INC,Energy / Capital-intensive,2022,0.4702236735337835,0.1800953806877804,0.0797067675079846,21.868705412536755,0.0,2023,No Pressure
0000890447,VERTEX ENERGY INC.,Industrial / Manufacturing,2021,0.7236948503356867,-0.0583313127060579,-0.1329184249193793,19.399232856246016,0.0,2022,No Pressure
0000890447,VERTEX ENERGY INC.,Industrial / Manufacturing,2022,0.7600469984116277,0.1027132879305467,0.0173925346964142,20.35131045521042,1.0,2023,Pressure
0000890564,ASGN INC,Technology / Software / Electronics,2021,0.4674546077423775,0.0552986182482585,0.087517146776406,21.97682848589783,0.0,2022,No Pressure
0000890564,ASGN INC,Technology / Software / Electronics,2022,0.4697548595811138,0.0858409794461332,0.0893890113728144,22.00021955023604,0.0,2023,No Pressure
0000891014,MINERALS TECHNOLOGIES INC,Industrial / Manufacturing,2021,0.5318890403651236,0.0688755853239286,0.1268363558090728,21.939424096432514,0.0,2022,No Pressure
0000891014,MINERALS TECHNOLOGIES INC,Industrial / Manufacturing,2022,0.525752587017874,0.0310736124176857,0.1010585744530698,21.947511746405883,0.0,2023,No Pressure
0000891024,"PATTERSON COMPANIES, INC.",Consumer / Retail,2021,0.6494031824695594,-0.2654973939773455,0.0356232491315218,21.735416052638904,0.0,2022,No Pressure
0000891024,"PATTERSON COMPANIES, INC.",Consumer / Retail,2022,0.6197025127387722,-0.3578141470585017,0.0241563650826498,21.73181847134487,0.0,2023,No Pressure
0000891103,"MATCH GROUP, INC.",Technology / Software / Electronics,2021,,0.1802186642355718,0.2854843851241437,22.34528191178468,0.0,2022,No Pressure
0000891103,"MATCH GROUP, INC.",Technology / Software / Electronics,2022,,0.1256795745588323,0.1615021498392991,22.1542381092158,0.0,2023,No Pressure
0000892553,CHART INDUSTRIES INC,Industrial / Manufacturing,2021,0.4660621591431763,-0.0069978316577961,0.0671624800789254,21.83637257209351,0.0,2022,No Pressure
0000892553,CHART INDUSTRIES INC,Industrial / Manufacturing,2022,0.5451803656449618,0.0136905064470763,0.0939593153063756,22.49854017008404,0.0,2023,No Pressure
0000893538,SM ENERGY CO,Energy / Capital-intensive,2021,,0.2215852305044519,0.0797298708983283,22.3784372468911,0.0,2022,No Pressure
0000893538,SM ENERGY CO,Energy / Capital-intensive,2022,,0.2950305272584739,0.4702729998121267,22.46654192011881,0.0,2023,No Pressure
0000893691,MASONITE INTERNATIONAL CORP,Industrial / Manufacturing,2021,0.6885193655530224,0.0696411227899002,0.0844431095297506,21.532691811691944,0.0,2022,No Pressure
0000893691,MASONITE INTERNATIONAL CORP,Industrial / Manufacturing,2022,0.6696071218560096,0.0841557029736969,0.1129192059859867,21.53338594778264,0.0,2023,No Pressure
0000894627,VAALCO ENERGY INC /DE/,Energy / Capital-intensive,2021,0.4515298947128359,0.1904937473868258,0.3973376868014567,19.388006740727327,0.0,2022,No Pressure
0000894627,VAALCO ENERGY INC /DE/,Energy / Capital-intensive,2022,0.4552563516708526,0.1505841819174163,0.4833853569876328,20.567361454781725,0.0,2023,No Pressure
0000895126,CHESAPEAKE ENERGY CORP,Energy / Capital-intensive,2021,0.4848760105368335,0.1643201017349441,0.1690394665705532,23.12197895712552,0.0,2022,No Pressure
0000895126,CHESAPEAKE ENERGY CORP,Energy / Capital-intensive,2022,0.4101370571502457,0.2666795965865011,0.3218938942348633,23.46203921075611,0.0,2023,No Pressure
0000895419,"CREE, INC.",Technology / Software / Electronics,2021,,-0.0364105837298363,-0.5972222222222222,21.96071210162001,1.0,2022,Pressure
0000895419,"WOLFSPEED, INC.",Technology / Software / Electronics,2022,,-0.0393618379068283,-0.3320825515947467,22.08871953244972,1.0,2023,Pressure
0000895447,SHOE CARNIVAL INC,Consumer / Retail,2021,0.44287448415786,0.1820750396422837,0.1560845884752937,20.51533596966871,0.0,2022,No Pressure
0000895447,SHOE CARNIVAL INC,Consumer / Retail,2022,0.4690057699632545,0.0509587474400902,0.1160196001536956,20.71299426551101,0.0,2023,No Pressure
0000895456,"ROCKY BRANDS, INC.",Industrial / Manufacturing,2021,0.68321658727935,-0.0878597446263459,0.0699535419182579,20.2525819779969,0.0,2022,No Pressure
0000895456,"ROCKY BRANDS, INC.",Industrial / Manufacturing,2022,0.63001940280568,0.0328353852229605,0.0715512409114911,20.18265088608673,0.0,2023,No Pressure
0000896156,ETHAN ALLEN INTERIORS INC,Industrial / Manufacturing,2021,0.4856632686664374,0.1901397009857371,0.1127969887721131,20.34236406624367,0.0,2022,No Pressure
0000896156,ETHAN ALLEN INTERIORS INC,Industrial / Manufacturing,2022,0.4341910973128026,0.0963418276276401,0.169058968257268,20.394615927395417,0.0,2023,No Pressure
0000896264,USANA HEALTH SCIENCES INC,Industrial / Manufacturing,2021,,0.2098296811714612,0.1434447231437279,20.174634500175404,0.0,2022,No Pressure
0000896264,USANA HEALTH SCIENCES INC,Industrial / Manufacturing,2022,,0.1741717780098533,0.1077647629033017,20.206671943655564,0.0,2023,No Pressure
0000896429,"CANTALOUPE, INC.",Technology / Software / Electronics,2021,0.3498140294186946,0.0344045575414857,-0.0521447954043093,19.286402134058864,,2022,Unknown
0000896622,"APTARGROUP, INC.",Industrial / Manufacturing,2021,,0.0877592503339479,0.107630682869255,22.14429103936128,0.0,2022,No Pressure
0000896622,"APTARGROUP, INC.",Industrial / Manufacturing,2022,,0.1138626816302196,0.1141615213068015,22.159173357054,0.0,2023,No Pressure
0000896841,"AVID TECHNOLOGY, INC.",Technology / Software / Electronics,2021,1.452824817518248,0.2280620437956204,0.112851999297465,19.42863866800198,0.0,2022,No Pressure
0000896841,"AVID TECHNOLOGY, INC.",Technology / Software / Electronics,2022,1.413222335477452,0.1670499177256803,0.1290208977679181,19.47656993005561,,2023,Unknown
0000896878,INTUIT INC,Technology / Software / Electronics,2021,0.3639468935292601,0.2094612013405516,0.2595245510225267,23.465137586588583,0.0,2022,No Pressure
0000896878,INTUIT INC,Technology / Software / Electronics,2022,0.4071897310160813,0.1402249945914761,0.202027345591702,24.04592493431414,0.0,2023,No Pressure
0000897077,ALAMO GROUP INC,Technology / Software / Electronics,2021,,0.0411920626469012,0.0876450188611649,20.91036098284615,0.0,2022,No Pressure
0000897077,ALAMO GROUP INC,Technology / Software / Electronics,2022,,0.0111042500313333,0.0981702096172345,20.99215339455085,0.0,2023,No Pressure
0000897429,"CHICO'S FAS, INC.",Consumer / Retail,2021,,0.052313723589762,0.0367860140215599,20.90294808131754,0.0,2022,No Pressure
0000897429,"CHICO'S FAS, INC.",Consumer / Retail,2022,,0.1360384091810267,0.0663602580741543,20.89540321138773,,2023,Unknown
0000897448,AMARIN CORP PLCUK,Industrial / Manufacturing,2021,0.3754134813892413,-0.0622967703276486,0.0180079459933091,20.789114437991927,1.0,2022,Pressure
0000897448,AMARIN CORP PLCUK,Industrial / Manufacturing,2022,0.3282023157849599,-0.2032230508734691,-0.28675787460759,20.60242952089487,1.0,2023,Pressure
0000897723,SANMINA CORP,Technology / Software / Electronics,2021,,0.0804289518743705,0.0416331009348873,22.159948846122223,0.0,2022,No Pressure
0000897723,SANMINA CORP,Technology / Software / Electronics,2022,,0.0680839592550674,0.0466115157832703,22.304201389113583,0.0,2023,No Pressure
0000898173,O REILLY AUTOMOTIVE INC,Consumer / Retail,2021,,0.2736914575985217,0.2188823267989804,23.184452290862364,0.0,2022,No Pressure
0000898173,O REILLY AUTOMOTIVE INC,Consumer / Retail,2022,,0.2493075099348835,0.2050325957365304,23.259180744748782,0.0,2023,No Pressure
0000898293,JABIL INC,Technology / Software / Electronics,2021,0.8716824786837997,0.0860453944998198,0.0360252689089977,23.535916264820084,0.0,2022,No Pressure
0000898293,JABIL INC,Technology / Software / Electronics,2022,0.8756403103920475,0.0837348481006238,0.0416094151382997,23.70474704478126,0.0,2023,No Pressure
0000898437,"ANIKA THERAPEUTICS, INC.",Industrial / Manufacturing,2021,,0.0241615952350123,0.0176935464227235,19.666375940199128,0.0,2022,No Pressure
0000898437,"ANIKA THERAPEUTICS, INC.",Industrial / Manufacturing,2022,,0.0126286061272656,-0.1241711257328656,19.670949177967824,1.0,2023,Pressure
0000899751,TITAN INTERNATIONAL INC,Industrial / Manufacturing,2021,0.8079184229105806,0.0090691942486799,0.047845344522993,20.89105311514211,0.0,2022,No Pressure
0000899751,TITAN INTERNATIONAL INC,Industrial / Manufacturing,2022,0.7017522555132606,0.1250772596000404,0.0948667361181535,20.97373657686681,0.0,2023,No Pressure
0000899923,MYRIAD GENETICS INC,Industrial / Manufacturing,2021,0.2672067842810631,0.0137805709093662,-0.2758470894874023,21.001427736771205,1.0,2022,Pressure
0000899923,MYRIAD GENETICS INC,Industrial / Manufacturing,2022,0.2610327855176441,-0.0886794026862434,-0.207252358490566,20.90450347401157,1.0,2023,Pressure
0000900075,COPART INC,Consumer / Retail,2021,0.2264159628490382,0.2171985840864699,0.4220692134591093,22.24105830643745,0.0,2022,No Pressure
0000900075,COPART INC,Consumer / Retail,2022,0.1287026753746187,0.2216449696206194,0.3927529355846647,22.39264371353119,0.0,2023,No Pressure
0000901491,PAPA JOHNS INTERNATIONAL INC,Consumer / Retail,2021,1.1885054149015923,0.2085064536233324,0.0813378901103788,20.601893368100534,0.0,2022,No Pressure
0000901491,PAPA JOHNS INTERNATIONAL INC,Consumer / Retail,2022,1.3117780397974144,0.1363160373374125,0.0518671064167645,20.577346024899043,0.0,2023,No Pressure
0000902791,BARRETT BUSINESS SERVICES INC,Technology / Software / Electronics,2021,0.7208254345660765,-0.0206961089869228,0.0459846770090225,20.431511485343183,0.0,2022,No Pressure
0000902791,BARRETT BUSINESS SERVICES INC,Technology / Software / Electronics,2022,0.7411090957262518,0.0404374193886493,0.0559362094835942,20.34775460011712,0.0,2023,No Pressure
0000903129,GENTHERM INC,Industrial / Manufacturing,2021,0.3009986710757444,0.1529663449664989,0.1099326100463604,20.656423865970726,0.0,2022,No Pressure
0000903129,GENTHERM INC,Industrial / Manufacturing,2022,0.4575381263616557,0.0120608407972242,0.040100244385119,20.93781254184201,0.0,2023,No Pressure
0000906163,NVR INC,Industrial / Manufacturing,2021,0.4854073417059804,0.2129399817464296,,22.48705012451534,,2022,Unknown
0000906163,NVR INC,Industrial / Manufacturing,2022,0.380521864350881,0.330349747296092,,22.45686162269085,,2023,Unknown
0000906709,NEKTAR THERAPEUTICS,Industrial / Manufacturing,2021,0.3917698795817001,-0.3693734900719574,-4.3775501192263535,20.834081546838245,,2022,Unknown
0000908255,BORGWARNER INC,Industrial / Manufacturing,2021,0.5618702865761689,0.0787933634992458,0.0775711012265804,23.531161373078668,0.0,2022,No Pressure
0000908255,BORGWARNER INC,Industrial / Manufacturing,2022,0.5581970107096622,0.0923267035424267,0.0869565217391304,23.55612617758661,0.0,2023,No Pressure
0000909494,TUCOWS INC /PA/,Technology / Software / Electronics,2021,,0.0549244249401404,-0.0255407656643786,20.106331271225194,0.0,2022,No Pressure
0000909494,TUCOWS INC /PA/,Technology / Software / Electronics,2022,,0.0299000973302624,-0.0985919001563171,20.31491707660675,1.0,2023,Pressure
0000909832,COSTCO WHOLESALE CORP /NEW,Consumer / Retail,2021,0.6949787406357563,0.1511439562664507,0.0342368919353439,24.805335368309773,0.0,2022,No Pressure
0000909832,COSTCO WHOLESALE CORP /NEW,Consumer / Retail,2022,0.6782252283140604,0.1152011968955521,0.03433735470624,24.884739312357365,0.0,2023,No Pressure
0000910329,MEDIFAST INC,Industrial / Manufacturing,2021,0.4916877130792366,0.2373558341659846,0.1416963777294479,19.80278132596097,0.0,2022,No Pressure
0000910329,MEDIFAST INC,Industrial / Manufacturing,2022,0.5096849275646479,0.6153130959195225,0.1156065675910512,19.571926598276427,0.0,2023,No Pressure
0000910406,HAIN CELESTIAL GROUP INC,Industrial / Manufacturing,2021,0.3096343999840428,0.0891963762767985,0.0544992595043805,21.514405052918967,0.0,2022,No Pressure
0000910406,HAIN CELESTIAL GROUP INC,Industrial / Manufacturing,2022,0.5593983690098862,0.0326397340692096,0.0553342781160518,21.62277006086806,0.0,2023,No Pressure
0000910521,DECKERS OUTDOOR CORP,Industrial / Manufacturing,2021,,0.0738998820881123,0.1792527724794061,21.57009930423412,0.0,2022,No Pressure
0000910521,DECKERS OUTDOOR CORP,Industrial / Manufacturing,2022,,0.2102423007875352,0.1799557575553733,21.66178879166949,0.0,2023,No Pressure
0000910638,3D SYSTEMS CORP,Technology / Software / Electronics,2021,0.4562122885625773,0.0310806475247869,-0.0537149205946991,21.160939309185803,1.0,2022,Pressure
0000910638,3D SYSTEMS CORP,Technology / Software / Electronics,2022,0.480369663482908,-0.0484034085135416,-0.2174949027100668,21.09249079961959,1.0,2023,Pressure
0000911177,CASELLA WASTE SYSTEMS INC,Energy / Capital-intensive,2021,,0.142365103850169,0.0873358516707508,20.97291888667972,0.0,2022,No Pressure
0000911177,CASELLA WASTE SYSTEMS INC,Energy / Capital-intensive,2022,,0.1499529055385156,0.0879135259872692,21.094287868159885,0.0,2023,No Pressure
0000912093,VIAVI SOLUTIONS INC.,Technology / Software / Electronics,2021,,0.1240440501682471,0.1186087246642755,21.39692434143233,0.0,2022,No Pressure
0000912093,VIAVI SOLUTIONS INC.,Technology / Software / Electronics,2022,,0.0974342141254992,0.1431445372949551,21.32643360443391,0.0,2023,No Pressure
0000912463,GUESS INC,Industrial / Manufacturing,2021,0.7405166166593886,0.0515106267422332,0.117700783792137,21.66156382335493,0.0,2022,No Pressure
0000912463,GUESS INC,Industrial / Manufacturing,2022,0.7600834979764564,0.0697553606591442,0.0923485962007181,21.60928208695344,0.0,2023,No Pressure
0000912562,"GIBRALTAR INDUSTRIES, INC.",Industrial / Manufacturing,2021,,0.0189892015892652,0.0723908274698216,20.91792842976076,0.0,2022,No Pressure
0000912562,"GIBRALTAR INDUSTRIES, INC.",Industrial / Manufacturing,2022,,0.0848256214000675,0.0936008506682897,20.91439268066702,0.0,2023,No Pressure
0000912603,"SCHNITZER STEEL INDUSTRIES, INC.",Consumer / Retail,2021,0.4380354706319683,0.1271873032188297,0.0774787198061591,21.12496586670088,0.0,2022,No Pressure
0000912603,"SCHNITZER STEEL INDUSTRIES, INC.",Consumer / Retail,2022,0.4752679436131779,0.1301195611292474,0.0648072258567939,21.32572051037226,1.0,2023,Pressure
0000912615,URBAN OUTFITTERS INC,Consumer / Retail,2021,0.5395462351507261,0.0947734406795263,0.0898191442376751,22.05598720213268,0.0,2022,No Pressure
0000912615,URBAN OUTFITTERS INC,Consumer / Retail,2022,0.5132430533230227,0.0387543878322371,0.0472599517355112,22.02696958083038,0.0,2023,No Pressure
0000912767,UFP INDUSTRIES INC,Industrial / Manufacturing,2021,0.3786130649797813,0.1579150092550052,0.0854032603014265,21.90046469702065,0.0,2022,No Pressure
0000912767,UFP INDUSTRIES INC,Industrial / Manufacturing,2022,0.2909446516994624,0.2264570993005858,0.0987025824632827,22.024022189953666,0.0,2023,No Pressure
0000913142,BELDEN INC.,Industrial / Manufacturing,2021,,0.0796023146716322,0.0517254266849383,21.9522269177596,0.0,2022,No Pressure
0000913142,BELDEN INC.,Industrial / Manufacturing,2022,,0.0889705614903492,0.1393961599625549,21.874367787718736,0.0,2023,No Pressure
0000913241,"STEVEN MADDEN, LTD.",Industrial / Manufacturing,2021,0.3946790287575007,0.1176378157224195,0.1305350825392708,21.02746721203712,0.0,2022,No Pressure
0000913241,"STEVEN MADDEN, LTD.",Industrial / Manufacturing,2022,0.3291963039393062,0.2129455924857788,0.1327251675181396,20.952779457023368,0.0,2023,No Pressure
0000913277,CLARUS CORP,Industrial / Manufacturing,2021,0.4141307668080028,-0.0004811443638844,0.0564138863313411,20.26412618204459,0.0,2022,No Pressure
0000913277,CLARUS CORP,Industrial / Manufacturing,2022,0.4362427505814009,0.0281967402947051,-0.1503974506032055,20.06576568576257,1.0,2023,Pressure
0000914025,PLANTRONICS INC /CA/,Technology / Software / Electronics,2021,0.9909398684434028,-0.0034911299505606,-0.019175037950348,21.523181841482334,,2022,Unknown
0000914122,"PERMA-PIPE INTERNATIONAL HOLDINGS, INC.",Technology / Software / Electronics,2021,,-0.0208588261035161,0.0585411975287256,18.630949781234104,0.0,2022,No Pressure
0000914122,"PERMA-PIPE INTERNATIONAL HOLDINGS, INC.",Technology / Software / Electronics,2022,,-0.0100922206138282,0.0781656601364953,18.62741846049298,0.0,2023,No Pressure
0000914156,UFP TECHNOLOGIES INC,Industrial / Manufacturing,2021,0.4180563370165084,0.0427765074880586,0.1028402481582008,19.627046685439904,0.0,2022,No Pressure
0000914156,UFP TECHNOLOGIES INC,Industrial / Manufacturing,2022,0.3718931124931252,0.0469179675931801,0.1565891823444283,19.75091256377988,0.0,2023,No Pressure
0000914475,NEUROCRINE BIOSCIENCES INC,Industrial / Manufacturing,2021,0.3370325693606755,0.1237635705669481,0.090427878253198,21.452021445456232,0.0,2022,No Pressure
0000914475,NEUROCRINE BIOSCIENCES INC,Industrial / Manufacturing,2022,0.2790138050407396,0.1432853463925359,0.1672600255256263,21.585607118814984,0.0,2023,No Pressure
0000914712,"STEEL CONNECT, INC.",Technology / Software / Electronics,2021,0.9388037215711263,0.0341035599758124,-0.0209053613266293,20.332267086184988,1.0,2022,Pressure
0000914712,"STEEL CONNECT, INC.",Technology / Software / Electronics,2022,0.8114396474747548,-0.0227515263268698,0.0057213979298673,18.7409437537024,,2023,Unknown
0000915358,SIGMATRON INTERNATIONAL INC,Technology / Software / Electronics,2021,0.6881701674009356,0.0417098619482944,0.0122058195640514,19.084262173446625,0.0,2022,No Pressure
0000915358,SIGMATRON INTERNATIONAL INC,Technology / Software / Electronics,2022,0.6991669351354556,-0.0688870722719364,0.0243610001186064,19.497835381727977,0.0,2023,No Pressure
0000915389,EASTMAN CHEMICAL CO,Industrial / Manufacturing,2021,0.6270378246021007,0.1043237321992396,,23.46533091670033,,2022,Unknown
0000915389,EASTMAN CHEMICAL CO,Industrial / Manufacturing,2022,0.643008113451967,0.0664757619145019,,23.40886590927921,,2023,Unknown
0000915779,DAKTRONICS INC /SD/,Industrial / Manufacturing,2021,,0.1764881491827574,0.0354913460281764,19.74287382433117,0.0,2022,No Pressure
0000915779,DAKTRONICS INC /SD/,Industrial / Manufacturing,2022,,-0.0613210970885237,0.0066222564119351,19.904274217002744,0.0,2023,No Pressure
0000915840,BEAZER HOMES USA INC,Industrial / Manufacturing,2021,0.6512985794757578,0.0152279429096454,0.0686206579161922,21.45506145203561,0.0,2022,No Pressure
0000915840,BEAZER HOMES USA INC,Industrial / Manufacturing,2022,0.5829034491241641,0.0360014795980218,0.1176057018853787,21.5350681176928,0.0,2023,No Pressure
0000915913,ALBEMARLE CORP,Industrial / Manufacturing,2021,,0.031369901435359,0.2399171623912208,23.11880542830468,0.0,2022,No Pressure
0000915913,ALBEMARLE CORP,Industrial / Manufacturing,2022,,0.1234332665524624,0.3374352331606217,23.46129688720289,0.0,2023,No Pressure
0000916076,MARTIN MARIETTA MATERIALS INC,Energy / Capital-intensive,2021,0.5457791982213576,0.0790453692767317,0.1798670114517916,23.390007814296425,0.0,2022,No Pressure
0000916076,MARTIN MARIETTA MATERIALS INC,Energy / Capital-intensive,2022,0.5216092199338385,0.0661082061679649,0.1958705991202298,23.430889280400528,0.0,2023,No Pressure
0000916365,TRACTOR SUPPLY CO /DE/,Consumer / Retail,2021,0.7421727057224704,0.1466012021679654,0.1026382234692118,22.77320995088,0.0,2022,No Pressure
0000916365,TRACTOR SUPPLY CO /DE/,Consumer / Retail,2022,0.7594324610511909,0.1598328148796406,0.101018767216552,22.862153659530456,0.0,2023,No Pressure
0000916540,DARLING INGREDIENTS INC.,Industrial / Manufacturing,2021,0.4542006101346522,0.114843697014279,0.1865431692829644,22.53706855881213,0.0,2022,No Pressure
0000916540,DARLING INGREDIENTS INC.,Industrial / Manufacturing,2022,0.5765775555644904,0.0884271117114395,0.157537639669551,22.942726896630305,0.0,2023,No Pressure
0000916789,HELEN OF TROY LTD,Technology / Software / Electronics,2021,0.5298877154234304,0.0498761976035709,0.1225850122899851,21.761225732933312,0.0,2022,No Pressure
0000916789,HELEN OF TROY LTD,Technology / Software / Electronics,2022,0.4890334161028103,0.0714695843622317,0.1021828397904728,21.79269473657329,0.0,2023,No Pressure
0000917273,RAMBUS INC,Technology / Software / Electronics,2021,0.3003700981465887,0.1697299954731528,0.0739588917588576,20.932428916094587,0.0,2022,No Pressure
0000917273,RAMBUS INC,Technology / Software / Electronics,2022,0.2303954003282658,0.2275275184328566,0.1691802644279925,20.735781193129384,0.0,2023,No Pressure
0000917470,OLYMPIC STEEL INC,Consumer / Retail,2021,0.5853354722481662,-0.1430031302145818,0.0745878586815543,20.74656430841741,0.0,2022,No Pressure
0000917470,OLYMPIC STEEL INC,Consumer / Retail,2022,0.4213185558535127,0.2084425437991447,0.0522451259575232,20.60855844277697,0.0,2023,No Pressure
0000917491,FARO TECHNOLOGIES INC,Industrial / Manufacturing,2021,0.3195084837620378,-0.0280902155334139,-0.0249723220470436,19.98875485052962,1.0,2022,Pressure
0000917491,FARO TECHNOLOGIES INC,Industrial / Manufacturing,2022,0.3428731987315859,-0.0525111598890454,-0.0720807484852428,19.9753392948267,0.0,2023,No Pressure
0000917520,INTEGRA LIFESCIENCES HOLDINGS CORP,Industrial / Manufacturing,2021,0.5545654683832917,0.0826005721789676,0.1278681680030704,22.05362007148944,0.0,2022,No Pressure
0000917520,INTEGRA LIFESCIENCES HOLDINGS CORP,Industrial / Manufacturing,2022,0.5361143289633956,0.0679911192418654,0.153383331214779,22.081612782101764,0.0,2023,No Pressure
0000918251,MOTORCAR PARTS AMERICA INC,Industrial / Manufacturing,2021,0.6896095099133798,-0.0441686406786269,0.0441390848644027,20.73884189880697,0.0,2022,No Pressure
0000918251,MOTORCAR PARTS OF AMERICA INC,Industrial / Manufacturing,2022,0.6884251359904333,-0.0211498544088122,0.0533558589552522,20.751430464865805,0.0,2023,No Pressure
0000918541,NN INC,Technology / Software / Electronics,2021,0.5199593853231129,0.0269141306956817,-0.0188532279138329,20.17698746073881,0.0,2022,No Pressure
0000918541,NN INC,Technology / Software / Electronics,2022,0.5404640312601281,0.0141304128893096,-0.0422907418323849,20.1183621092255,0.0,2023,No Pressure
0000918646,EAGLE MATERIALS INC,Industrial / Manufacturing,2021,0.5605779384196008,0.2004809175811311,,21.67092034344903,,2022,Unknown
0000918646,EAGLE MATERIALS INC,Industrial / Manufacturing,2022,0.5736450387306445,0.1947952572490059,,21.74607713172333,,2023,Unknown
0000918965,"SCANSOURCE, INC.",Consumer / Retail,2021,0.5626021425101874,0.0698499237894243,0.0195134197408536,21.237097339129964,0.0,2022,No Pressure
0000918965,"SCANSOURCE, INC.",Consumer / Retail,2022,0.5837120140722649,-0.0641850948783645,0.0346088525709396,21.384627157727103,0.0,2023,No Pressure
0000919012,AMERICAN EAGLE OUTFITTERS INC,Consumer / Retail,2021,,0.0801953075587004,0.1179585633787919,22.054745711815865,0.0,2022,No Pressure
0000919012,AMERICAN EAGLE OUTFITTERS INC,Consumer / Retail,2022,,0.118766800859175,0.0495100737840324,21.95318588141515,0.0,2023,No Pressure
0000920371,"SIMPSON MANUFACTURING CO., INC.",Industrial / Manufacturing,2021,0.202224879979786,0.1019422218478901,0.2337840234373261,21.118091210624023,0.0,2022,No Pressure
